"Country","Year","Daily Cigarettes","Total Smokers","Total Female Smokers","Total Male Smokers","Population","Continent"
"Japan",1987,25.200001,32300525,5714533,26585993,122069000,"Asia"
"Japan",1988,25.4,32076845,5574837,26502007,122578000,"Asia"
"Japan",1989,25.5,31912515,5473987,26438528,123069000,"Asia"
"Japan",1990,25.5,31788630,5416167,26372461,123478000,"Asia"
"Japan",1991,25.4,31744940,5398573,26346366,123964000,"Asia"
"Japan",1992,25.299999,31769622,5425127,26344491,124425000,"Asia"
"Japan",1993,25.200001,31898008,5544186,26353823,124829000,"Asia"
"Japan",1994,25,32146831,5766990,26379840,125178000,"Asia"
"Japan",1995,24.700001,32410758,6034052,26376708,125472000,"Asia"
"Japan",1996,24.5,32566293,6292183,26274112,125757000,"Asia"
"Japan",1997,24.299999,32585577,6530313,26055264,126057000,"Asia"
"Japan",1998,24.200001,32517742,6706284,25811458,126400000,"Asia"
"Japan",1999,24.200001,32308596,6817047,25491550,126631000,"Asia"
"Japan",2000,24.299999,31892212,6853800,25038412,126843000,"Asia"
"Japan",2001,24.299999,31424426,6868102,24556325,127149000,"Asia"
"Japan",2002,24.299999,30879089,6874037,24005050,127445000,"Asia"
"Japan",2003,24.4,30197949,6856412,23341538,127718000,"Asia"
"Japan",2004,24.5,29320089,6754308,22565781,127761000,"Asia"
"Japan",2005,24.6,28324362,6585747,21738616,127773000,"Asia"
"Japan",2006,24.700001,27321613,6380069,20941546,127854000,"Asia"
"Japan",2007,24.700001,26385884,6162435,20223449,128001000,"Asia"
"Japan",2008,24.700001,25458946,5935558,19523390,128063000,"Asia"
"Japan",2009,24.799999,24679031,5734113,18944919,128047000,"Asia"
"Japan",2010,24.6,24043328,5571698,18471631,128070000,"Asia"
"Japan",2011,24.299999,23613298,5463013,18150286,127833000,"Asia"
"Japan",2012,23.799999,23340781,5391231,17949549,127629000,"Asia"
"Jordan",1980,26.6,340082,53769,286313,2377997,"Asia"
"Jordan",1981,25.6,345571,54247,291324,2464870,"Asia"
"Jordan",1982,24.6,355721,55267,300454,2563525,"Asia"
"Jordan",1983,23.700001,369695,56853,312842,2671413,"Asia"
"Jordan",1984,22.9,383350,58399,324952,2784457,"Asia"
"Jordan",1985,22.299999,395722,59803,335919,2900055,"Asia"
"Jordan",1986,21.9,404283,60750,343534,3015294,"Asia"
"Jordan",1987,21.5,411187,61584,349603,3131800,"Asia"
"Jordan",1988,21.200001,420609,62927,357682,3256552,"Asia"
"Jordan",1989,21,438589,65459,373130,3399333,"Asia"
"Jordan",1990,20.799999,466896,69359,397538,3565888,"Asia"
"Jordan",1991,20.5,507773,75101,432672,3760493,"Asia"
"Jordan",1992,19.9,555922,81734,474188,3977667,"Asia"
"Jordan",1993,19.299999,607269,88925,518345,4201559,"Asia"
"Jordan",1994,18.799999,653845,95489,558356,4410357,"Asia"
"Jordan",1995,18.4,690005,100811,589193,4588842,"Asia"
"Jordan",1996,18,715497,105043,610453,4732848,"Asia"
"Jordan",1997,17.700001,730527,106926,623601,4848536,"Asia"
"Jordan",1998,17.4,739361,108213,631148,4943975,"Asia"
"Jordan",1999,17.200001,746011,109539,636472,5031754,"Asia"
"Jordan",2000,16.9,754351,111460,642891,5122495,"Asia"
"Jordan",2001,16.6,763991,113936,650054,5217328,"Asia"
"Jordan",2002,16.4,774338,116515,657823,5317514,"Asia"
"Jordan",2003,16.1,786644,118183,668461,5434036,"Asia"
"Jordan",2004,15.8,804496,120786,683710,5580241,"Asia"
"Jordan",2005,15.5,829977,124519,705458,5765639,"Asia"
"Jordan",2006,15.1,864788,129582,735206,5991547,"Asia"
"Jordan",2007,14.7,908328,136034,772295,6255290,"Asia"
"Jordan",2008,14.2,960498,145496,815003,6556473,"Asia"
"Jordan",2009,13.8,1017355,156084,861271,6893258,"Asia"
"Jordan",2010,13.4,1074351,165824,908527,7261541,"Asia"
"Jordan",2011,13.1,1133394,175960,957434,7662858,"Asia"
"Jordan",2012,12.9,1193396,186134,1007262,8089963,"Asia"
"Kazakhstan",1980,24,1942387,697441,1244945,14796175,"Asia"
"Kazakhstan",1981,23.9,1980257,712720,1267537,14958897,"Asia"
"Kazakhstan",1982,23.799999,2019165,727650,1291515,15128090,"Asia"
"Kazakhstan",1983,23.700001,2058332,743182,1315151,15303316,"Asia"
"Kazakhstan",1984,23.700001,2097651,760148,1337503,15483411,"Asia"
"Kazakhstan",1985,23.6,2137789,779227,1358562,15665594,"Asia"
"Kazakhstan",1986,23.6,2180607,801881,1378726,15852524,"Asia"
"Kazakhstan",1987,23.6,2223173,826225,1396948,16039253,"Asia"
"Kazakhstan",1988,23.6,2263374,850711,1412663,16205998,"Asia"
"Kazakhstan",1989,23.6,2297308,873253,1424055,16249500,"Asia"
"Kazakhstan",1990,23.700001,2319204,891450,1427754,16348000,"Asia"
"Kazakhstan",1991,23.6,2324239,903105,1421133,16451711,"Asia"
"Kazakhstan",1992,23.6,2316412,909143,1407269,16439095,"Asia"
"Kazakhstan",1993,23.6,2295022,907831,1387191,16380672,"Asia"
"Kazakhstan",1994,23.6,2259664,898232,1361432,16145766,"Asia"
"Kazakhstan",1995,23.700001,2211099,877317,1333782,15816243,"Asia"
"Kazakhstan",1996,23.799999,2153301,844706,1308594,15578227,"Asia"
"Kazakhstan",1997,24.6,2045647,704841,1340807,15334405,"Asia"
"Kazakhstan",1998,24.9,1984048,590431,1393617,15071640,"Asia"
"Kazakhstan",1999,24.9,1967699,507431,1460268,14928374,"Asia"
"Kazakhstan",2000,24.5,1992744,458114,1534630,14883626,"Asia"
"Kazakhstan",2001,24.200001,2039571,425584,1613987,14858335,"Asia"
"Kazakhstan",2002,24,2103249,406011,1697238,14858948,"Asia"
"Kazakhstan",2003,23.700001,2180291,394815,1785477,14909019,"Asia"
"Kazakhstan",2004,23.4,2275437,392287,1883150,15012984,"Asia"
"Kazakhstan",2005,23,2381006,390931,1990074,15147029,"Asia"
"Kazakhstan",2006,22.5,2489771,390604,2099167,15308085,"Asia"
"Kazakhstan",2007,22.1,2597881,390829,2207052,15484192,"Asia"
"Kazakhstan",2008,21.6,2698096,391363,2306733,15776938,"Asia"
"Kazakhstan",2009,21.200001,2787315,392633,2394682,16092822,"Asia"
"Kazakhstan",2010,20.799999,2868079,395672,2472406,16321872,"Asia"
"Kazakhstan",2011,20.6,2916541,402981,2513559,16557202,"Asia"
"Kazakhstan",2012,20.5,2955061,411480,2543581,16792090,"Asia"
"Kenya",1980,11.5,902917,71563,831354,16417203,"Africa"
"Kenya",1981,11.5,935574,73858,861717,17063870,"Africa"
"Kenya",1982,11.4,970096,76342,893754,17736326,"Africa"
"Kenya",1983,11.3,1005861,79026,926836,18431760,"Africa"
"Kenya",1984,11.2,1042887,81907,960981,19146403,"Africa"
"Kenya",1985,11.1,1081628,85027,996601,19877078,"Africa"
"Kenya",1986,11,1122848,88425,1034424,20622560,"Africa"
"Kenya",1987,10.9,1165992,92014,1073978,21382111,"Africa"
"Kenya",1988,10.9,1212295,95877,1116419,22153685,"Africa"
"Kenya",1989,10.9,1262601,100137,1162464,22935088,"Africa"
"Kenya",1990,10.9,1317413,104961,1212452,23724574,"Africa"
"Kenya",1991,10.8,1377209,110502,1266706,24521714,"Africa"
"Kenya",1992,10.7,1441133,116721,1324412,25326080,"Africa"
"Kenya",1993,10.5,1508661,123457,1385204,26136217,"Africa"
"Kenya",1994,10.4,1577976,130648,1447328,26950508,"Africa"
"Kenya",1995,10.3,1647283,138199,1509085,27768297,"Africa"
"Kenya",1996,10.2,1715371,145962,1569409,28589456,"Africa"
"Kenya",1997,10.3,1761772,146532,1615240,29415660,"Africa"
"Kenya",1998,10.3,1808917,147304,1661612,30250488,"Africa"
"Kenya",1999,10.3,1857586,148087,1709499,31098763,"Africa"
"Kenya",2000,10.3,1906676,148456,1758220,31964557,"Africa"
"Kenya",2001,10.4,1953986,147825,1806161,32848569,"Africa"
"Kenya",2002,10.4,1995560,145371,1850190,33751746,"Africa"
"Kenya",2003,10.5,2030666,141714,1888952,34678781,"Africa"
"Kenya",2004,10.8,2032718,129694,1903023,35635267,"Africa"
"Kenya",2005,11.1,2042805,122648,1920157,36624897,"Africa"
"Kenya",2006,11.4,2054662,117039,1937624,37649039,"Africa"
"Kenya",2007,11.7,2070140,112659,1957480,38705934,"Africa"
"Kenya",2008,11.9,2092994,109017,1983977,39791984,"Africa"
"Kenya",2009,12,2126682,106847,2019835,40901798,"Africa"
"Kenya",2010,12.1,2194511,109390,2085121,42030684,"Africa"
"Kenya",2011,12,2274466,113115,2161351,43178270,"Africa"
"Kenya",2012,12,2366606,117739,2248867,44343469,"Africa"
"Kiribati",1980,8.5,15207,5557,9650,59296,"Oceania"
"Kiribati",1981,8.1999998,15687,5725,9962,60101,"Oceania"
"Kiribati",1982,8,16188,5897,10291,60887,"Oceania"
"Kiribati",1983,7.6999998,16704,6071,10632,61736,"Oceania"
"Kiribati",1984,7.5,17233,6254,10979,62745,"Oceania"
"Kiribati",1985,7.3000002,17779,6442,11337,63989,"Oceania"
"Kiribati",1986,7.1999998,18350,6644,11706,65504,"Oceania"
"Kiribati",1987,7.1999998,18926,6854,12073,67244,"Oceania"
"Kiribati",1988,7.1999998,19515,7074,12441,69087,"Oceania"
"Kiribati",1989,7.1999998,20060,7279,12781,70849,"Oceania"
"Kiribati",1990,7.3000002,20561,7465,13096,72394,"Oceania"
"Kiribati",1991,7.4000001,21003,7628,13375,73692,"Oceania"
"Kiribati",1992,7.5999999,21384,7769,13615,74767,"Oceania"
"Kiribati",1993,7.6999998,21750,7904,13846,75711,"Oceania"
"Kiribati",1994,7.8000002,22156,8057,14099,76668,"Oceania"
"Kiribati",1995,8,22628,8237,14391,77716,"Oceania"
"Kiribati",1996,8.1999998,23187,8455,14732,78904,"Oceania"
"Kiribati",1997,8.5,23290,8519,14771,80188,"Oceania"
"Kiribati",1998,8.8999996,23570,8648,14922,81558,"Oceania"
"Kiribati",1999,9.1999998,24007,8836,15171,82969,"Oceania"
"Kiribati",2000,9.5,24570,9055,15515,84405,"Oceania"
"Kiribati",2001,9.6999998,25194,9287,15907,85844,"Oceania"
"Kiribati",2002,10,25869,9520,16349,87308,"Oceania"
"Kiribati",2003,10.2,26542,9742,16800,88840,"Oceania"
"Kiribati",2004,10.5,27122,9923,17200,90498,"Oceania"
"Kiribati",2005,11,27037,9864,17174,92319,"Oceania"
"Kiribati",2006,11.5,26852,9774,17078,94341,"Oceania"
"Kiribati",2007,12.1,26600,9662,16939,96531,"Oceania"
"Kiribati",2008,12.6,26379,9563,16816,98760,"Oceania"
"Kiribati",2009,12.9,26261,9509,16751,100928,"Oceania"
"Kiribati",2010,13,26746,9678,17069,102930,"Oceania"
"Kiribati",2011,13,27344,9900,17444,104735,"Oceania"
"Kiribati",2012,12.9,28010,10166,17844,106359,"Oceania"
"Kuwait",1980,33.900002,266881,12977,253904,1368680,"Asia"
"Kuwait",1981,32.5,275330,13127,262203,1439334,"Asia"
"Kuwait",1982,31.1,281016,13232,267784,1507636,"Asia"
"Kuwait",1983,30,285646,13474,272172,1576975,"Asia"
"Kuwait",1984,29.299999,288710,13881,274829,1652150,"Asia"
"Kuwait",1985,28.9,288521,14392,274130,1735278,"Asia"
"Kuwait",1986,28.9,286115,15125,270990,1832302,"Asia"
"Kuwait",1987,29.299999,282060,16035,266025,1938916,"Asia"
"Kuwait",1988,29.5,276024,16852,259172,2034850,"Asia"
"Kuwait",1989,29.6,271895,17430,254465,2092786,"Asia"
"Kuwait",1990,28.799999,265692,17333,248359,2095350,"Asia"
"Kuwait",1991,27.4,261070,16708,244362,2031297,"Asia"
"Kuwait",1992,25.9,259298,15677,243621,NA,"Asia"
"Kuwait",1993,24.5,261184,14549,246636,NA,"Asia"
"Kuwait",1994,23.1,264683,13572,251110,NA,"Asia"
"Kuwait",1995,22.1,270444,13084,257360,1605907,"Asia"
"Kuwait",1996,21.6,278654,13204,265450,1626858,"Asia"
"Kuwait",1997,21.299999,288407,13779,274628,1710257,"Asia"
"Kuwait",1998,21.4,299930,14618,285311,1831121,"Asia"
"Kuwait",1999,21.299999,311249,15454,295794,1951642,"Asia"
"Kuwait",2000,21.200001,322694,16154,306540,2045123,"Asia"
"Kuwait",2001,21,333089,16681,316408,2103273,"Asia"
"Kuwait",2002,20.799999,343264,17106,326158,2136991,"Asia"
"Kuwait",2003,20.6,356010,17588,338421,2161626,"Asia"
"Kuwait",2004,20.6,372145,18222,353923,2200498,"Asia"
"Kuwait",2005,20.799999,392891,19098,373794,2270196,"Asia"
"Kuwait",2006,20.9,418233,20200,398033,2373661,"Asia"
"Kuwait",2007,21.1,447159,21515,425644,2504026,"Asia"
"Kuwait",2008,21.4,478596,22973,455623,2656010,"Asia"
"Kuwait",2009,21.5,508687,24384,484304,2821041,"Asia"
"Kuwait",2010,21.5,537624,25796,511828,2991884,"Asia"
"Kuwait",2011,21.6,566353,27179,539174,3168054,"Asia"
"Kuwait",2012,21.799999,594458,28557,565901,3348852,"Asia"
"Kyrgyzstan",1980,25.6,478866,21458,457408,NA,"Asia"
"Kyrgyzstan",1981,24.5,491483,21909,469573,NA,"Asia"
"Kyrgyzstan",1982,23.5,504129,22416,481714,NA,"Asia"
"Kyrgyzstan",1983,22.700001,516822,22937,493885,NA,"Asia"
"Kyrgyzstan",1984,22,529349,23389,505960,NA,"Asia"
"Kyrgyzstan",1985,21.4,541608,23699,517909,NA,"Asia"
"Kyrgyzstan",1986,21,554313,23893,530420,NA,"Asia"
"Kyrgyzstan",1987,20.799999,566887,23973,542914,NA,"Asia"
"Kyrgyzstan",1988,20.700001,580617,24017,556600,NA,"Asia"
"Kyrgyzstan",1989,20.799999,593918,24018,569900,NA,"Asia"
"Kyrgyzstan",1990,20.9,605842,23975,581866,NA,"Asia"
"Kyrgyzstan",1991,20.799999,612076,23751,588325,NA,"Asia"
"Kyrgyzstan",1992,20.299999,610953,23337,587616,NA,"Asia"
"Kyrgyzstan",1993,19.6,604479,22868,581612,NA,"Asia"
"Kyrgyzstan",1994,18.700001,587559,22957,564602,NA,"Asia"
"Kyrgyzstan",1995,17.700001,571065,23403,547662,NA,"Asia"
"Kyrgyzstan",1996,17,559655,24302,535353,NA,"Asia"
"Kyrgyzstan",1997,16.6,554390,25387,529003,NA,"Asia"
"Kyrgyzstan",1998,16.299999,554262,26560,527702,NA,"Asia"
"Kyrgyzstan",1999,16.200001,555737,27189,528548,NA,"Asia"
"Kyrgyzstan",2000,16.4,559340,27816,531524,NA,"Asia"
"Kyrgyzstan",2001,16.700001,565856,28558,537298,NA,"Asia"
"Kyrgyzstan",2002,17.1,574305,29493,544812,NA,"Asia"
"Kyrgyzstan",2003,17.4,591620,31200,560420,NA,"Asia"
"Kyrgyzstan",2004,17.9,611133,33422,577711,NA,"Asia"
"Kyrgyzstan",2005,18,629736,36144,593592,NA,"Asia"
"Kyrgyzstan",2006,18.299999,640234,40144,600090,NA,"Asia"
"Kyrgyzstan",2007,18.5,649969,44990,604979,NA,"Asia"
"Kyrgyzstan",2008,18.9,659826,50542,609284,NA,"Asia"
"Kyrgyzstan",2009,18.9,668428,56290,612138,NA,"Asia"
"Kyrgyzstan",2010,18.6,675788,61814,613974,NA,"Asia"
"Kyrgyzstan",2011,18.200001,684582,63867,620715,NA,"Asia"
"Kyrgyzstan",2012,17.6,692756,65089,627667,NA,"Asia"
"Laos",1980,17,616080,115361,500720,NA,"Asia"
"Laos",1981,17,625189,116864,508325,NA,"Asia"
"Laos",1982,16.9,638079,118990,519089,NA,"Asia"
"Laos",1983,16.9,654267,121643,532624,NA,"Asia"
"Laos",1984,16.9,672381,124597,547785,NA,"Asia"
"Laos",1985,16.799999,691086,127521,563566,NA,"Asia"
"Laos",1986,16.700001,711184,130686,580498,NA,"Asia"
"Laos",1987,16.700001,733687,134359,599328,NA,"Asia"
"Laos",1988,16.700001,758124,138379,619745,NA,"Asia"
"Laos",1989,16.6,781874,142292,639583,NA,"Asia"
"Laos",1990,16.6,805244,146196,659048,NA,"Asia"
"Laos",1991,16.5,828421,150186,678235,NA,"Asia"
"Laos",1992,16.5,851231,154261,696971,NA,"Asia"
"Laos",1993,16.4,874276,158488,715788,NA,"Asia"
"Laos",1994,16.299999,896127,162472,733655,NA,"Asia"
"Laos",1995,16.1,917511,166186,751326,NA,"Asia"
"Laos",1996,16,938509,169659,768850,NA,"Asia"
"Laos",1997,15.9,951836,172616,779220,NA,"Asia"
"Laos",1998,15.8,963155,175653,787502,NA,"Asia"
"Laos",1999,15.8,973346,178716,794630,NA,"Asia"
"Laos",2000,15.8,982828,181901,800927,NA,"Asia"
"Laos",2001,15.7,991708,185321,806388,NA,"Asia"
"Laos",2002,15.7,999595,188865,810731,NA,"Asia"
"Laos",2003,15.6,1007382,192539,814843,NA,"Asia"
"Laos",2004,15.6,1007731,196260,811471,NA,"Asia"
"Laos",2005,15.5,1012234,199963,812271,NA,"Asia"
"Laos",2006,15.3,1022580,203730,818850,NA,"Asia"
"Laos",2007,14.9,1038220,207462,830758,NA,"Asia"
"Laos",2008,14.5,1058608,211334,847274,NA,"Asia"
"Laos",2009,14,1082659,215406,867253,NA,"Asia"
"Laos",2010,13.5,1109177,219426,889751,NA,"Asia"
"Laos",2011,13,1137351,223601,913750,NA,"Asia"
"Laos",2012,12.4,1169048,228810,940239,NA,"Asia"
"Latvia",1980,17.9,562648,172552,390096,2511701,"Europe"
"Latvia",1981,18,564329,172862,391467,2519421,"Europe"
"Latvia",1982,18.1,566360,173187,393173,2531080,"Europe"
"Latvia",1983,18.200001,568919,173418,395501,2546011,"Europe"
"Latvia",1984,18.299999,572260,173687,398573,2562047,"Europe"
"Latvia",1985,18.4,576612,174219,402393,2578873,"Europe"
"Latvia",1986,18.5,582120,174993,407127,2599892,"Europe"
"Latvia",1987,18.6,589213,176070,413143,2626583,"Europe"
"Latvia",1988,18.700001,596273,177105,419168,2653434,"Europe"
"Latvia",1989,18.799999,599896,177393,422503,2666955,"Europe"
"Latvia",1990,19.1,600196,176856,423340,2663151,"Europe"
"Latvia",1991,19.4,600266,175912,424354,2650581,"Europe"
"Latvia",1992,20.1,597498,174239,423258,2614338,"Europe"
"Latvia",1993,20.799999,591288,171705,419583,2563290,"Europe"
"Latvia",1994,21.5,587503,169676,417827,2520742,"Europe"
"Latvia",1995,22.200001,585774,168145,417629,2485056,"Europe"
"Latvia",1996,22.700001,585802,167034,418768,2457222,"Europe"
"Latvia",1997,23.1,588433,167348,421085,2432851,"Europe"
"Latvia",1998,23.299999,591010,168388,422622,2410019,"Europe"
"Latvia",1999,23.200001,596029,170625,425404,2390482,"Europe"
"Latvia",2000,23,598764,172334,426429,2367550,"Europe"
"Latvia",2001,22.5,600666,174050,426616,2337170,"Europe"
"Latvia",2002,22,601275,175636,425639,2310173,"Europe"
"Latvia",2003,21.4,601618,177038,424580,2287955,"Europe"
"Latvia",2004,20.799999,597459,177221,420238,2263122,"Europe"
"Latvia",2005,20.1,593552,177694,415858,2238799,"Europe"
"Latvia",2006,19.4,586750,177489,409262,2218357,"Europe"
"Latvia",2007,18.6,581309,177312,403997,2200325,"Europe"
"Latvia",2008,17.799999,577892,177383,400509,2177322,"Europe"
"Latvia",2009,17.299999,576079,177427,398652,2141669,"Europe"
"Latvia",2010,16.9,570064,175521,394544,2097555,"Europe"
"Latvia",2011,16.5,565843,174434,391409,2059709,"Europe"
"Latvia",2012,16.1,561321,173053,388268,2034319,"Europe"
"Lebanon",1980,25,571915,225720,346195,2588928,"Asia"
"Lebanon",1981,25.1,584741,231367,353374,2594299,"Asia"
"Lebanon",1982,25.4,606415,239413,367002,2606148,"Asia"
"Lebanon",1983,25.5,626283,246654,379630,2622072,"Asia"
"Lebanon",1984,25.200001,638527,251515,387012,2638056,"Asia"
"Lebanon",1985,24.700001,642496,253999,388497,2651992,"Asia"
"Lebanon",1986,24.4,646060,256770,389290,2660873,"Asia"
"Lebanon",1987,23.9,645595,258542,387053,2667957,"Asia"
"Lebanon",1988,23.799999,652239,263066,389173,2684682,"Asia"
"Lebanon",1989,23.9,669000,271115,397885,2726438,"Asia"
"Lebanon",1990,23.9,689764,280599,409165,2803032,"Asia"
"Lebanon",1991,23.6,712445,290784,421661,2921700,"Asia"
"Lebanon",1992,23.299999,739870,302336,437534,3076133,"Asia"
"Lebanon",1993,23,769368,314837,454531,3246129,"Asia"
"Lebanon",1994,22.6,796216,326611,469605,3403359,"Asia"
"Lebanon",1995,22.200001,817918,336937,480981,3528379,"Asia"
"Lebanon",1996,21.700001,833171,345707,487465,3610663,"Asia"
"Lebanon",1997,21.4,837205,350335,486870,3658425,"Asia"
"Lebanon",1998,21.4,830214,349185,481029,3693514,"Asia"
"Lebanon",1999,21.6,820838,344542,476296,3747762,"Asia"
"Lebanon",2000,22,814565,338640,475925,3842774,"Asia"
"Lebanon",2001,22.6,814752,333395,481357,3990999,"Asia"
"Lebanon",2002,23.4,820486,329121,491365,4182205,"Asia"
"Lebanon",2003,24.1,829986,326076,503911,4388378,"Asia"
"Lebanon",2004,24.799999,838724,323784,514940,4569377,"Asia"
"Lebanon",2005,25.5,845666,322239,523428,4698761,"Asia"
"Lebanon",2006,26.1,849641,320931,528710,4759760,"Asia"
"Lebanon",2007,26.700001,850204,319229,530975,4767347,"Asia"
"Lebanon",2008,27.200001,851363,318134,533229,4764745,"Asia"
"Lebanon",2009,27.6,860088,319779,540310,4813026,"Asia"
"Lebanon",2010,27.799999,880025,325297,554727,4953064,"Asia"
"Lebanon",2011,27.700001,925137,339649,585489,5202022,"Asia"
"Lebanon",2012,27.6,983600,359000,624600,5537620,"Asia"
"Lesotho",1980,27.299999,150329,5259,145070,1340258,"Africa"
"Lesotho",1981,26.9,154393,5328,149065,1377808,"Africa"
"Lesotho",1982,26.6,158409,5394,153015,1415362,"Africa"
"Lesotho",1983,26.299999,162612,5466,157145,1452727,"Africa"
"Lesotho",1984,26,166582,5521,161060,1489685,"Africa"
"Lesotho",1985,25.700001,170389,5566,164823,1526132,"Africa"
"Lesotho",1986,25.4,174085,5601,168484,1561687,"Africa"
"Lesotho",1987,25.1,177827,5625,172202,1596395,"Africa"
"Lesotho",1988,24.799999,181596,5636,175960,1630993,"Africa"
"Lesotho",1989,24.4,185637,5643,179993,1666564,"Africa"
"Lesotho",1990,23.9,190166,5658,184508,1703757,"Africa"
"Lesotho",1991,23.5,195462,5678,189784,1742534,"Africa"
"Lesotho",1992,23.1,201372,5703,195669,1782284,"Africa"
"Lesotho",1993,22.700001,207446,5725,201721,1822237,"Africa"
"Lesotho",1994,22.299999,213004,5729,207274,1861323,"Africa"
"Lesotho",1995,22,217768,5719,212049,1898598,"Africa"
"Lesotho",1996,21.799999,221311,5681,215629,1934294,"Africa"
"Lesotho",1997,21.799999,222047,6002,216045,1968054,"Africa"
"Lesotho",1998,21.9,221800,5985,215815,1997524,"Africa"
"Lesotho",1999,22.1,221422,5899,215523,2019732,"Africa"
"Lesotho",2000,22.200001,221287,5801,215486,2032805,"Africa"
"Lesotho",2001,22.299999,221410,5691,215720,2035738,"Africa"
"Lesotho",2002,22.700001,219117,5574,213544,2029832,"Africa"
"Lesotho",2003,23.1,216915,5453,211462,2018355,"Africa"
"Lesotho",2004,23.5,214909,5340,209570,2005953,"Africa"
"Lesotho",2005,23.9,213186,5252,207934,1996115,"Africa"
"Lesotho",2006,24.4,210795,5191,205604,1989933,"Africa"
"Lesotho",2007,24.799999,208602,5151,203452,1986926,"Africa"
"Lesotho",2008,25.200001,207159,5121,202038,1987130,"Africa"
"Lesotho",2009,25.4,207193,5062,202131,1990135,"Africa"
"Lesotho",2010,25.4,208575,5058,203518,1995575,"Africa"
"Lesotho",2011,25.1,212443,5179,207263,2003793,"Africa"
"Lesotho",2012,24.700001,217171,5369,211802,2014988,"Africa"
"Liberia",1980,11.3,81162,6301,74861,1852991,"Africa"
"Liberia",1981,11.3,83565,6537,77028,1918832,"Africa"
"Liberia",1982,11.3,86214,6795,79418,1989477,"Africa"
"Liberia",1983,11.2,88723,7040,81683,2057232,"Africa"
"Liberia",1984,11.2,90657,7233,83425,2111667,"Africa"
"Liberia",1985,11.1,91694,7348,84346,2145756,"Africa"
"Liberia",1986,11.1,91755,7381,84374,2158434,"Africa"
"Liberia",1987,11.1,91090,7343,83747,2153312,"Africa"
"Liberia",1988,11.1,89897,7256,82640,2134105,"Africa"
"Liberia",1989,11,88422,7147,81275,2106429,"Africa"
"Liberia",1990,10.9,86938,7038,79900,2075917,"Africa"
"Liberia",1991,10.8,85410,6909,78501,2040141,"Africa"
"Liberia",1992,10.6,83920,6778,77142,2001612,"Africa"
"Liberia",1993,10.4,83148,6700,76448,1976701,"Africa"
"Liberia",1994,10.1,83944,6741,77203,1986491,"Africa"
"Liberia",1995,9.8999996,86827,6940,79887,2044657,"Africa"
"Liberia",1996,9.6000004,92207,7334,84873,2160480,"Africa"
"Liberia",1997,9.6000004,98162,8108,90054,2326210,"Africa"
"Liberia",1998,9.8000002,105054,8798,96257,2517472,"Africa"
"Liberia",1999,9.8999996,111905,9418,102487,2699708,"Africa"
"Liberia",2000,10.1,117713,9911,107802,2848447,"Africa"
"Liberia",2001,10.3,121932,10244,111688,2953928,"Africa"
"Liberia",2002,10.5,124876,10445,114431,3024727,"Africa"
"Liberia",2003,10.6,126902,10572,116330,3077055,"Africa"
"Liberia",2004,10.7,128994,10712,118283,3135654,"Africa"
"Liberia",2005,10.7,131889,10936,120953,3218114,"Africa"
"Liberia",2006,10.8,135721,11258,124464,3329211,"Africa"
"Liberia",2007,11,139970,11643,128327,3461911,"Africa"
"Liberia",2008,11.4,142193,12023,130169,3607863,"Africa"
"Liberia",2009,11.7,143945,12411,131534,3754129,"Africa"
"Liberia",2010,12.1,145331,12775,132556,3891357,"Africa"
"Liberia",2011,12.5,146670,13128,133542,4017446,"Africa"
"Liberia",2012,12.6,150065,13532,136533,4135662,"Africa"
"Libya",1980,52.299999,276795,16278,260518,3219462,"Africa"
"Libya",1981,51,282371,16655,265716,3347779,"Africa"
"Libya",1982,49.5,288088,16939,271149,3480443,"Africa"
"Libya",1983,47.799999,292173,17104,275069,3614682,"Africa"
"Libya",1984,45.900002,292811,17133,275678,3746712,"Africa"
"Libya",1985,44,292683,17193,275489,3873781,"Africa"
"Libya",1986,41.900002,288810,17097,271713,3994601,"Africa"
"Libya",1987,39.200001,281545,16845,264700,4109717,"Africa"
"Libya",1988,36.700001,276489,16705,259783,4220451,"Africa"
"Libya",1989,34.700001,274301,16727,257574,4328935,"Africa"
"Libya",1990,33.599998,276896,17014,259882,4436663,"Africa"
"Libya",1991,33.400002,283959,17596,266364,4544245,"Africa"
"Libya",1992,33.099998,291348,18198,273151,4650896,"Africa"
"Libya",1993,32.900002,298668,18864,279804,4755134,"Africa"
"Libya",1994,32.599998,305703,19473,286230,4854871,"Africa"
"Libya",1995,32.299999,312114,20042,292072,4948796,"Africa"
"Libya",1996,32,318580,20703,297877,5036173,"Africa"
"Libya",1997,30.799999,339930,20331,319598,5118008,"Africa"
"Libya",1998,29.6,355543,20219,335324,5196774,"Africa"
"Libya",1999,28.6,368524,20234,348290,5275921,"Africa"
"Libya",2000,27.9,380981,20335,360646,5357893,"Africa"
"Libya",2001,27.1,391108,20413,370694,5443249,"Africa"
"Libya",2002,26.4,401162,20450,380712,5531097,"Africa"
"Libya",2003,26.200001,414478,20568,393910,5620545,"Africa"
"Libya",2004,26.1,430787,20698,410088,5710163,"Africa"
"Libya",2005,26,452154,20851,431304,5798615,"Africa"
"Libya",2006,25.9,480520,21054,459466,5886874,"Africa"
"Libya",2007,24.700001,532489,20041,512447,5974786,"Africa"
"Libya",2008,23.6,590089,20373,569717,6058740,"Africa"
"Libya",2009,22.6,644383,20617,623766,6133987,"Africa"
